Trying substitutions to: 10
with goodVertices 1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15
bad color to improve: 0  8  with index 8
bad color to improve: 2  8  with index 37
bad color to improve: 2  11  with index 40
bad color to improve: 2  15  with index 44
4 bad colorings on level 1
Solved config  |2, 11| descendents: 
|3, 8, 10, 12, 15 |---| 3, 9, 10, 13, 14|
|3, 3, 3, 3|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|8, 10, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|8, 12, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|8, 15, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|10, 10, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|10, 12, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|10, 15, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|12, 12, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|12, 15, 13, 14|---> |2, 6| possibles  |3, 10, 12|
|15, 15, 13, 14|---> |1, 6| possibles  |0, 3, 9|
|3, 3, 14, 14|---> |1, 4| possibles  |9|
|3, 8, 14, 14|---> |2, 4| possibles  |10, 12|
|3, 10, 14, 14|---> |2, 4| possibles  |10, 12|
|3, 12, 14, 14|---> |2, 4| possibles  |10, 12|
|3, 15, 14, 14|---> |1, 4| possibles  |9|
|8, 8, 14, 14|---> |2, 4| possibles  |10, 12|
|8, 10, 14, 14|---> |2, 4| possibles  |10, 12|
|8, 12, 14, 14|---> |2, 4| possibles  |10, 12|
|8, 15, 14, 14|---> |2, 4| possibles  |10, 12|
|10, 10, 14, 14|---> |2, 4| possibles  |10, 12|
|10, 12, 14, 14|---> |2, 4| possibles  |10, 12|
|10, 15, 14, 14|---> |2, 4| possibles  |10, 12|
|12, 12, 14, 14|---> |2, 4| possibles  |10, 12|
|12, 15, 14, 14|---> |2, 4| possibles  |10, 12|
|15, 15, 14, 14|---> |1, 4| possibles  |9|
|3, 3, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 9, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 10, 15, 15|---> |1, 2| possibles  |3, 15|
|3, 13, 15, 15|---> |1, 5| possibles  |3, 4|
|3, 14, 15, 15|---> |1, 6| possibles  |0, 3, 9|
|9, 9, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|9, 10, 15, 15|---> |1, 4| possibles  |9|
|9, 13, 15, 15|---> |1, 6| possibles  |0, 3, 9|
|9, 14, 15, 15|---> |1, 4| possibles  |9|
|10, 10, 15, 15|---> |1, 2| possibles  |3, 15|
|10, 13, 15, 15|---> |1, 6| possibles  |0, 3, 9|
|10, 14, 15, 15|---> |1, 4| possibles  |9|
|13, 13, 15, 15|---> |1, 5| possibles  |3, 4|
|13, 14, 15, 15|---> |1, 6| possibles  |0, 3, 9|
|14, 14, 15, 15|---> |1, 4| possibles  |9|
+++++++++++++++++++++++++++++++++++++++
bad coloring on level 2  |8, 10, 1, 3|
bad coloring on level 2  |8, 10, 1, 13|
bad coloring on level 2  |8, 10, 2, 3|
bad coloring on level 2  |8, 10, 2, 9|
bad coloring on level 2  |8, 10, 2, 10|
bad coloring on level 2  |8, 10, 2, 13|
bad coloring on level 2  |8, 10, 2, 14|
bad coloring on level 2  |1, 3, 8, 10|
bad coloring on level 2  |1, 13, 8, 10|
bad coloring on level 2  |2, 3, 8, 10|
bad coloring on level 2  |2, 9, 8, 10|
bad coloring on level 2  |2, 10, 8, 10|
bad coloring on level 2  |2, 13, 8, 10|
bad coloring on level 2  |2, 14, 8, 10|

14 bad colorings on level 2
