Trying substitutions to: 8
with goodVertices 1, 2, 3, 5, 6, 7, 9, 10, 12, 13, 14
bad color to improve: 2  10  with index 39
bad color to improve: 2  14  with index 43
bad color to improve: 5  14  with index 79
3 bad colorings on level 1
Solved config  |2, 14| descendents: 
|3, 8, 10, 12, 15 |---| 4, 6, 8, 11, 15|
|4, 4, 3, 3|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|11, 15, 12, 12|---> |3, 4| possibles  |1, 5|
|15, 15, 12, 12|---> |1, 2| possibles  |3, 15|
|4, 4, 12, 15|---> |1, 2| possibles  |3, 15|
|4, 6, 12, 15|---> |2, 9| possibles  |8, 12, 15|
|4, 8, 12, 15|---> |2, 5| possibles  |3, 8|
|4, 11, 12, 15|---> |2, 9| possibles  |8, 12, 15|
|4, 15, 12, 15|---> |1, 2| possibles  |3, 15|
|6, 6, 12, 15|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 8, 12, 15|---> |2, 9| possibles  |8, 12, 15|
|6, 11, 12, 15|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 15, 12, 15|---> |3, 9| possibles  |1, 6, 11, 15|
|8, 8, 12, 15|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|8, 11, 12, 15|---> |2, 9| possibles  |8, 12, 15|
|8, 15, 12, 15|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|11, 11, 12, 15|---> |3, 9| possibles  |1, 6, 11, 15|
|11, 15, 12, 15|---> |3, 9| possibles  |1, 6, 11, 15|
|15, 15, 12, 15|---> |1, 2| possibles  |3, 15|
|3, 3, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 8, 15, 15|---> |1, 2| possibles  |3, 15|
|3, 10, 15, 15|---> |1, 2| possibles  |3, 15|
|3, 12, 15, 15|---> |1, 2| possibles  |3, 15|
|3, 15, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 4, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 6, 15, 15|---> |2, 9| possibles  |8, 12, 15|
|4, 8, 15, 15|---> |1, 5| possibles  |3, 4|
|4, 11, 15, 15|---> |2, 9| possibles  |8, 12, 15|
|4, 15, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|6, 6, 15, 15|---> |3, 3| possibles  |1, 2, 5, 6, 11, 15|
|6, 8, 15, 15|---> |2, 9| possibles  |8, 12, 15|
|6, 11, 15, 15|---> |3, 3| possibles  |1, 2, 5, 6, 11, 15|
|6, 15, 15, 15|---> |3, 3| possibles  |1, 2, 5, 6, 11, 15|
|8, 8, 15, 15|---> |1, 2| possibles  |3, 15|
|8, 8, 15, 15|---> |1, 2| possibles  |3, 15|
|8, 10, 15, 15|---> |1, 2| possibles  |3, 15|
|8, 11, 15, 15|---> |2, 9| possibles  |8, 12, 15|
|8, 12, 15, 15|---> |1, 2| possibles  |3, 15|
|8, 15, 15, 15|---> |1, 2| possibles  |3, 15|
|8, 15, 15, 15|---> |1, 2| possibles  |3, 15|
|10, 10, 15, 15|---> |1, 2| possibles  |3, 15|
|10, 12, 15, 15|---> |1, 2| possibles  |3, 15|
|10, 15, 15, 15|---> |1, 2| possibles  |3, 15|
|11, 11, 15, 15|---> |3, 3| possibles  |1, 2, 5, 6, 11, 15|
|11, 15, 15, 15|---> |3, 3| possibles  |1, 2, 5, 6, 11, 15|
|12, 12, 15, 15|---> |1, 2| possibles  |3, 15|
|12, 15, 15, 15|---> |1, 2| possibles  |3, 15|
|15, 15, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|15, 15, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
+++++++++++++++++++++++++++++++++++++++
Solved config  |5, 14| descendents: 
|3, 4, 7, 8, 13 |---| 4, 6, 8, 11, 15|
|4, 4, 3, 3|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 6, 3, 3|---> |2, 9| possibles  |8, 12, 15|
|4, 8, 3, 3|---> |1, 5| possibles  |3, 4|
|4, 11, 3, 3|---> |2, 9| possibles  |8, 12, 15|
|4, 15, 3, 3|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|6, 6, 3, 3|---> |3, 15| possibles  |1, 2|
|6, 8, 3, 3|---> |2, 9| possibles  |8, 12, 15|
|6, 11, 3, 3|---> |3, 15| possibles  |1, 2|
|6, 15, 3, 3|---> |3, 15| possibles  |1, 2|
|8, 8, 3, 3|---> |1, 2| possibles  |3, 15|
|8, 11, 3, 3|---> |2, 9| possibles  |8, 12, 15|
|8, 15, 3, 3|---> |1, 2| possibles  |3, 15|
|11, 11, 3, 3|---> |3, 15| possibles  |1, 2|
|11, 15, 3, 3|---> |3, 15| possibles  |1, 2|
|15, 15, 3, 3|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 4, 3, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 6, 3, 4|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 3, 4|---> |1, 5| possibles  |3, 4|
|4, 11, 3, 4|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 3, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|6, 6, 3, 4|---> |1, 7| possibles  |9, 15|
|6, 8, 3, 4|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 3, 4|---> |5, 9| possibles  |4, 7, 8|
|6, 15, 3, 4|---> |1, 7| possibles  |9, 15|
|8, 8, 3, 4|---> |1, 2| possibles  |3, 15|
|8, 11, 3, 4|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 3, 4|---> |1, 2| possibles  |3, 15|
|11, 11, 3, 4|---> |5, 9| possibles  |4, 7, 8|
|11, 15, 3, 4|---> |5, 9| possibles  |4, 7, 8|
|15, 15, 3, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 4, 3, 7|---> |1, 5| possibles  |3, 4|
|4, 6, 3, 7|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 3, 7|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 3, 7|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 3, 7|---> |1, 5| possibles  |3, 4|
|6, 6, 3, 7|---> |3, 15| possibles  |1, 2|
|6, 8, 3, 7|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 3, 7|---> |3, 15| possibles  |1, 2|
|6, 15, 3, 7|---> |3, 15| possibles  |1, 2|
|8, 8, 3, 7|---> |2, 5| possibles  |3, 8|
|8, 11, 3, 7|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 3, 7|---> |2, 5| possibles  |3, 8|
|11, 11, 3, 7|---> |3, 15| possibles  |1, 2|
|11, 15, 3, 7|---> |3, 15| possibles  |1, 2|
|15, 15, 3, 7|---> |1, 5| possibles  |3, 4|
|4, 4, 3, 8|---> |1, 2| possibles  |3, 15|
|4, 6, 3, 8|---> |2, 9| possibles  |8, 12, 15|
|4, 8, 3, 8|---> |2, 5| possibles  |3, 8|
|4, 11, 3, 8|---> |2, 9| possibles  |8, 12, 15|
|4, 15, 3, 8|---> |1, 2| possibles  |3, 15|
|6, 6, 3, 8|---> |2, 7| possibles  |10, 15|
|6, 8, 3, 8|---> |2, 9| possibles  |8, 12, 15|
|6, 11, 3, 8|---> |2, 9| possibles  |8, 12, 15|
|6, 15, 3, 8|---> |2, 7| possibles  |10, 15|
|8, 8, 3, 8|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|8, 11, 3, 8|---> |2, 9| possibles  |8, 12, 15|
|8, 15, 3, 8|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|11, 11, 3, 8|---> |2, 9| possibles  |8, 12, 15|
|11, 15, 3, 8|---> |2, 9| possibles  |8, 12, 15|
|15, 15, 3, 8|---> |1, 2| possibles  |3, 15|
|4, 4, 3, 13|---> |1, 5| possibles  |3, 4|
|4, 6, 3, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 3, 13|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 3, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 3, 13|---> |1, 5| possibles  |3, 4|
|6, 6, 3, 13|---> |3, 15| possibles  |1, 2|
|6, 8, 3, 13|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 3, 13|---> |3, 15| possibles  |1, 2|
|6, 15, 3, 13|---> |3, 15| possibles  |1, 2|
|8, 8, 3, 13|---> |2, 5| possibles  |3, 8|
|8, 11, 3, 13|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 3, 13|---> |2, 5| possibles  |3, 8|
|11, 11, 3, 13|---> |3, 15| possibles  |1, 2|
|11, 15, 3, 13|---> |3, 15| possibles  |1, 2|
|15, 15, 3, 13|---> |1, 5| possibles  |3, 4|
|3, 3, 4, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 4, 4, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 7, 4, 4|---> |1, 5| possibles  |3, 4|
|3, 8, 4, 4|---> |1, 2| possibles  |3, 15|
|3, 13, 4, 4|---> |1, 5| possibles  |3, 4|
|4, 4, 4, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 4, 4, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 6, 4, 4|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 4, 4|---> |1, 5| possibles  |3, 4|
|4, 8, 4, 4|---> |1, 5| possibles  |3, 4|
|4, 8, 4, 4|---> |1, 5| possibles  |3, 4|
|4, 11, 4, 4|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 4, 4|---> |1, 5| possibles  |3, 4|
|4, 15, 4, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|6, 6, 4, 4|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 8, 4, 4|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 4, 4|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 15, 4, 4|---> |3, 9| possibles  |1, 6, 11, 15|
|7, 7, 4, 4|---> |1, 5| possibles  |3, 4|
|7, 8, 4, 4|---> |1, 5| possibles  |3, 4|
|7, 13, 4, 4|---> |1, 5| possibles  |3, 4|
|8, 8, 4, 4|---> |1, 2| possibles  |3, 15|
|8, 8, 4, 4|---> |1, 2| possibles  |3, 15|
|8, 11, 4, 4|---> |5, 9| possibles  |4, 7, 8|
|8, 13, 4, 4|---> |1, 5| possibles  |3, 4|
|8, 15, 4, 4|---> |1, 2| possibles  |3, 15|
|11, 11, 4, 4|---> |3, 9| possibles  |1, 6, 11, 15|
|11, 15, 4, 4|---> |3, 9| possibles  |1, 6, 11, 15|
|13, 13, 4, 4|---> |1, 5| possibles  |3, 4|
|15, 15, 4, 4|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 3, 4, 6|---> |1, 12| possibles  |4, 9|
|3, 4, 4, 6|---> |1, 12| possibles  |4, 9|
|3, 7, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 4, 6|---> |2, 9| possibles  |8, 12, 15|
|3, 13, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 4, 6|---> |1, 12| possibles  |4, 9|
|4, 7, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 4, 6|---> |2, 9| possibles  |8, 12, 15|
|8, 13, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 4, 6|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 4, 7|---> |1, 5| possibles  |3, 4|
|4, 6, 4, 7|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 4, 7|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 4, 7|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 4, 7|---> |1, 5| possibles  |3, 4|
|6, 6, 4, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 8, 4, 7|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 4, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 15, 4, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|8, 8, 4, 7|---> |2, 5| possibles  |3, 8|
|8, 11, 4, 7|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 4, 7|---> |2, 5| possibles  |3, 8|
|11, 11, 4, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|11, 15, 4, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|15, 15, 4, 7|---> |1, 5| possibles  |3, 4|
|3, 3, 4, 8|---> |1, 5| possibles  |3, 4|
|3, 4, 4, 8|---> |1, 5| possibles  |3, 4|
|3, 7, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|3, 8, 4, 8|---> |2, 5| possibles  |3, 8|
|3, 13, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 4, 4, 8|---> |1, 5| possibles  |3, 4|
|4, 4, 4, 8|---> |1, 5| possibles  |3, 4|
|4, 6, 4, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 8, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 8, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 4, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 15, 4, 8|---> |1, 5| possibles  |3, 4|
|6, 6, 4, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 8, 4, 8|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 4, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 15, 4, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|7, 7, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|7, 8, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|7, 13, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|8, 8, 4, 8|---> |2, 5| possibles  |3, 8|
|8, 8, 4, 8|---> |2, 5| possibles  |3, 8|
|8, 11, 4, 8|---> |5, 9| possibles  |4, 7, 8|
|8, 13, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|8, 15, 4, 8|---> |2, 5| possibles  |3, 8|
|11, 11, 4, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|11, 15, 4, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|13, 13, 4, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|15, 15, 4, 8|---> |1, 5| possibles  |3, 4|
|3, 3, 4, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 4, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 7, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 4, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 13, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 4, 11|---> |2, 9| possibles  |8, 12, 15|
|8, 13, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 4, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 4, 13|---> |1, 5| possibles  |3, 4|
|4, 6, 4, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 4, 13|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 4, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 4, 13|---> |1, 5| possibles  |3, 4|
|6, 6, 4, 13|---> |3, 12| possibles  |2, 6|
|6, 8, 4, 13|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 4, 13|---> |3, 12| possibles  |2, 6|
|6, 15, 4, 13|---> |3, 12| possibles  |2, 6|
|8, 8, 4, 13|---> |2, 5| possibles  |3, 8|
|8, 11, 4, 13|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 4, 13|---> |2, 5| possibles  |3, 8|
|11, 11, 4, 13|---> |3, 12| possibles  |2, 6|
|11, 15, 4, 13|---> |3, 12| possibles  |2, 6|
|15, 15, 4, 13|---> |1, 5| possibles  |3, 4|
|3, 3, 4, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 4, 4, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 7, 4, 15|---> |1, 5| possibles  |3, 4|
|3, 8, 4, 15|---> |1, 2| possibles  |3, 15|
|3, 13, 4, 15|---> |1, 5| possibles  |3, 4|
|4, 4, 4, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 7, 4, 15|---> |1, 5| possibles  |3, 4|
|4, 8, 4, 15|---> |1, 5| possibles  |3, 4|
|4, 13, 4, 15|---> |1, 5| possibles  |3, 4|
|7, 7, 4, 15|---> |1, 5| possibles  |3, 4|
|7, 8, 4, 15|---> |1, 5| possibles  |3, 4|
|7, 13, 4, 15|---> |1, 5| possibles  |3, 4|
|8, 8, 4, 15|---> |1, 2| possibles  |3, 15|
|8, 13, 4, 15|---> |1, 5| possibles  |3, 4|
|13, 13, 4, 15|---> |1, 5| possibles  |3, 4|
|3, 3, 6, 6|---> |1, 7| possibles  |9, 15|
|3, 4, 6, 6|---> |1, 7| possibles  |9, 15|
|3, 7, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 6, 6|---> |2, 7| possibles  |10, 15|
|3, 13, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 6, 6|---> |1, 7| possibles  |9, 15|
|4, 7, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 6, 6|---> |2, 7| possibles  |10, 15|
|8, 13, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 6, 6|---> |5, 9| possibles  |4, 7, 8|
|3, 3, 6, 8|---> |2, 9| possibles  |8, 12, 15|
|3, 4, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|3, 7, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 6, 8|---> |2, 9| possibles  |8, 12, 15|
|3, 13, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 6, 8|---> |2, 9| possibles  |8, 12, 15|
|8, 13, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 6, 8|---> |5, 9| possibles  |4, 7, 8|
|3, 3, 6, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 4, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 7, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 6, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 13, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 6, 11|---> |2, 9| possibles  |8, 12, 15|
|8, 13, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 6, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 3, 6, 15|---> |1, 7| possibles  |9, 15|
|3, 4, 6, 15|---> |1, 7| possibles  |9, 15|
|3, 7, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 6, 15|---> |2, 7| possibles  |10, 15|
|3, 13, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 6, 15|---> |1, 7| possibles  |9, 15|
|4, 7, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 6, 15|---> |2, 7| possibles  |10, 15|
|8, 13, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 6, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 7, 7|---> |1, 5| possibles  |3, 4|
|4, 6, 7, 7|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 7, 7|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 7, 7|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 7, 7|---> |1, 5| possibles  |3, 4|
|6, 6, 7, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 8, 7, 7|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 7, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 15, 7, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|8, 8, 7, 7|---> |2, 5| possibles  |3, 8|
|8, 11, 7, 7|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 7, 7|---> |2, 5| possibles  |3, 8|
|11, 11, 7, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|11, 15, 7, 7|---> |3, 9| possibles  |1, 6, 11, 15|
|15, 15, 7, 7|---> |1, 5| possibles  |3, 4|
|4, 4, 7, 8|---> |1, 5| possibles  |3, 4|
|4, 6, 7, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 7, 8|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 7, 8|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 7, 8|---> |1, 5| possibles  |3, 4|
|6, 6, 7, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 8, 7, 8|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 7, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 15, 7, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|8, 8, 7, 8|---> |2, 5| possibles  |3, 8|
|8, 11, 7, 8|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 7, 8|---> |2, 5| possibles  |3, 8|
|11, 11, 7, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|11, 15, 7, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|15, 15, 7, 8|---> |1, 5| possibles  |3, 4|
|4, 4, 7, 13|---> |1, 5| possibles  |3, 4|
|4, 6, 7, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 7, 13|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 7, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 7, 13|---> |1, 5| possibles  |3, 4|
|6, 6, 7, 13|---> |3, 15| possibles  |1, 2|
|6, 8, 7, 13|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 7, 13|---> |3, 15| possibles  |1, 2|
|6, 15, 7, 13|---> |3, 15| possibles  |1, 2|
|8, 8, 7, 13|---> |2, 5| possibles  |3, 8|
|8, 11, 7, 13|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 7, 13|---> |2, 5| possibles  |3, 8|
|11, 11, 7, 13|---> |3, 15| possibles  |1, 2|
|11, 15, 7, 13|---> |3, 15| possibles  |1, 2|
|15, 15, 7, 13|---> |1, 5| possibles  |3, 4|
|3, 3, 8, 8|---> |1, 2| possibles  |3, 15|
|3, 4, 8, 8|---> |1, 2| possibles  |3, 15|
|3, 7, 8, 8|---> |2, 5| possibles  |3, 8|
|3, 8, 8, 8|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|3, 13, 8, 8|---> |2, 5| possibles  |3, 8|
|4, 4, 8, 8|---> |1, 2| possibles  |3, 15|
|4, 4, 8, 8|---> |1, 2| possibles  |3, 15|
|4, 6, 8, 8|---> |2, 9| possibles  |8, 12, 15|
|4, 7, 8, 8|---> |2, 5| possibles  |3, 8|
|4, 8, 8, 8|---> |2, 5| possibles  |3, 8|
|4, 8, 8, 8|---> |2, 5| possibles  |3, 8|
|4, 11, 8, 8|---> |2, 9| possibles  |8, 12, 15|
|4, 13, 8, 8|---> |2, 5| possibles  |3, 8|
|4, 15, 8, 8|---> |1, 2| possibles  |3, 15|
|6, 6, 8, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 8, 8, 8|---> |2, 9| possibles  |8, 12, 15|
|6, 11, 8, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|6, 15, 8, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|7, 7, 8, 8|---> |2, 5| possibles  |3, 8|
|7, 8, 8, 8|---> |2, 5| possibles  |3, 8|
|7, 13, 8, 8|---> |2, 5| possibles  |3, 8|
|8, 8, 8, 8|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|8, 8, 8, 8|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|8, 11, 8, 8|---> |2, 9| possibles  |8, 12, 15|
|8, 13, 8, 8|---> |2, 5| possibles  |3, 8|
|8, 15, 8, 8|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|11, 11, 8, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|11, 15, 8, 8|---> |3, 9| possibles  |1, 6, 11, 15|
|13, 13, 8, 8|---> |2, 5| possibles  |3, 8|
|15, 15, 8, 8|---> |1, 2| possibles  |3, 15|
|3, 3, 8, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 4, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 7, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 8, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 13, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 8, 11|---> |2, 9| possibles  |8, 12, 15|
